# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393602	2393871	-	WP_011917769.1	WP_011917769.1		KOW domain-containing RNA-binding protein			CSAC_RS11465	270	89	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393884	2394627	-					map		CSAC_RS11470	744		old_locus_tag=Csac_2266
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2393884	2394627	-	WP_011917770.1	WP_011917770.1		type I methionyl aminopeptidase	map		CSAC_RS11470	744	247	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2394645	2395292	-							CSAC_RS11475	648		old_locus_tag=Csac_2267
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2394645	2395292	-	WP_011917771.1	WP_011917771.1		adenylate kinase			CSAC_RS11475	648	215	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2395331	2396638	-					secY		CSAC_RS11480	1308		old_locus_tag=Csac_2268
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2395331	2396638	-	WP_011917772.1	WP_011917772.1		preprotein translocase subunit SecY	secY		CSAC_RS11480	1308	435	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2396640	2397083	-					rplO		CSAC_RS11485	444		old_locus_tag=Csac_2269
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2396640	2397083	-	WP_011917773.1	WP_011917773.1		50S ribosomal protein L15	rplO		CSAC_RS11485	444	147	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2397101	2397607	-					rpsE		CSAC_RS11490	507		old_locus_tag=Csac_2270
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2397101	2397607	-	WP_011917774.1	WP_011917774.1		30S ribosomal protein S5	rpsE		CSAC_RS11490	507	168	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2397628	2397996	-					rplR		CSAC_RS11495	369		old_locus_tag=Csac_2271
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2397628	2397996	-	WP_039764309.1	WP_039764309.1		50S ribosomal protein L18	rplR		CSAC_RS11495	369	122	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2398013	2398561	-					rplF		CSAC_RS11500	549		old_locus_tag=Csac_2272
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2398013	2398561	-	WP_011917776.1	WP_011917776.1		50S ribosomal protein L6	rplF		CSAC_RS11500	549	182	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2398595	2398993	-					rpsH		CSAC_RS11505	399		old_locus_tag=Csac_2273
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2398595	2398993	-	WP_011917777.1	WP_011917777.1		30S ribosomal protein S8	rpsH		CSAC_RS11505	399	132	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2399020	2399205	-							CSAC_RS11510	186		old_locus_tag=Csac_2274
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2399020	2399205	-	WP_011917778.1	WP_011917778.1		type Z 30S ribosomal protein S14			CSAC_RS11510	186	61	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2399232	2399774	-					rplE		CSAC_RS11515	543		old_locus_tag=Csac_2275
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2399232	2399774	-	WP_011917779.1	WP_011917779.1		50S ribosomal protein L5	rplE		CSAC_RS11515	543	180	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2399802	2400134	-					rplX		CSAC_RS11520	333		old_locus_tag=Csac_2276
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2399802	2400134	-	WP_011917780.1	WP_011917780.1		50S ribosomal protein L24	rplX		CSAC_RS11520	333	110	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2400155	2400523	-					rplN		CSAC_RS11525	369		old_locus_tag=Csac_2277
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2400155	2400523	-	WP_011917781.1	WP_011917781.1		50S ribosomal protein L14	rplN		CSAC_RS11525	369	122	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2400566	2400808	-					rpsQ		CSAC_RS11530	243		old_locus_tag=Csac_2278
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2400566	2400808	-	WP_187147331.1	WP_187147331.1		30S ribosomal protein S17	rpsQ		CSAC_RS11530	243	80	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2400852	2401070	-					rpmC		CSAC_RS11535	219		old_locus_tag=Csac_2279
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2400852	2401070	-	WP_011917783.1	WP_011917783.1		50S ribosomal protein L29	rpmC		CSAC_RS11535	219	72	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2401057	2401500	-					rplP		CSAC_RS11540	444		old_locus_tag=Csac_2280
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2401057	2401500	-	WP_011917784.1	WP_011917784.1		50S ribosomal protein L16	rplP		CSAC_RS11540	444	147	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2401500	2402168	-					rpsC		CSAC_RS11545	669		old_locus_tag=Csac_2281
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2401500	2402168	-	WP_011917785.1	WP_011917785.1		30S ribosomal protein S3	rpsC		CSAC_RS11545	669	222	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2402191	2402559	-					rplV		CSAC_RS11550	369		old_locus_tag=Csac_2282
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2402191	2402559	-	WP_011917786.1	WP_011917786.1		50S ribosomal protein L22	rplV		CSAC_RS11550	369	122	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2402615	2402899	-					rpsS		CSAC_RS11555	285		old_locus_tag=Csac_2283
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2402615	2402899	-	WP_011917787.1	WP_011917787.1		30S ribosomal protein S19	rpsS		CSAC_RS11555	285	94	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2402935	2403765	-					rplB		CSAC_RS11560	831		old_locus_tag=Csac_2284
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2402935	2403765	-	WP_011917788.1	WP_011917788.1		50S ribosomal protein L2	rplB		CSAC_RS11560	831	276	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2403800	2404090	-					rplW		CSAC_RS11565	291		old_locus_tag=Csac_2285
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2403800	2404090	-	WP_011917789.1	WP_011917789.1		50S ribosomal protein L23	rplW		CSAC_RS11565	291	96	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2404092	2404718	-					rplD		CSAC_RS11570	627		old_locus_tag=Csac_2286
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2404092	2404718	-	WP_011917790.1	WP_011917790.1		50S ribosomal protein L4	rplD		CSAC_RS11570	627	208	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2404748	2405380	-					rplC		CSAC_RS11575	633		old_locus_tag=Csac_2287
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2404748	2405380	-	WP_011917791.1	WP_011917791.1		50S ribosomal protein L3	rplC		CSAC_RS11575	633	210	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2405387	2405707	-					rpsJ		CSAC_RS11580	321		old_locus_tag=Csac_2288
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2405387	2405707	-	WP_011917792.1	WP_011917792.1		30S ribosomal protein S10	rpsJ		CSAC_RS11580	321	106	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2406214	2407314	+							CSAC_RS11585	1101		old_locus_tag=Csac_2289
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2406214	2407314	+	WP_011917793.1	WP_011917793.1		IS481-like element ISCsa6 family transposase			CSAC_RS11585	1101	366	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2407311	2407472	-							CSAC_RS14840	162		old_locus_tag=Csac_2290
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2407311	2407472	-	WP_011917794.1	WP_011917794.1		hypothetical protein			CSAC_RS14840	162	53	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2407532	2408038	-							CSAC_RS11590	507		old_locus_tag=Csac_2291
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2407532	2408038	-	WP_011917795.1	WP_011917795.1		manganese catalase family protein			CSAC_RS11590	507	168	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2408254	2409432	+							CSAC_RS11595	1179		old_locus_tag=Csac_2292
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2408254	2409432	+	WP_011917796.1	WP_011917796.1		HD domain-containing protein			CSAC_RS11595	1179	392	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2409445	2410812	-							CSAC_RS11600	1368		old_locus_tag=Csac_2293
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2409445	2410812	-	WP_011917797.1	WP_011917797.1		HAMP domain-containing histidine kinase			CSAC_RS11600	1368	455	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2410796	2411500	-							CSAC_RS11605	705		old_locus_tag=Csac_2294
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2410796	2411500	-	WP_011917798.1	WP_011917798.1		response regulator transcription factor			CSAC_RS11605	705	234	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2411662	2413053	+							CSAC_RS11610	1392		old_locus_tag=Csac_2295
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2411662	2413053	+	WP_011917799.1	WP_011917799.1		phosphoglucomutase/phosphomannomutase family protein			CSAC_RS11610	1392	463	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2413392	2414435	+							CSAC_RS11615	1044		old_locus_tag=Csac_2296
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2413392	2414435	+	WP_011917800.1	WP_011917800.1		radical SAM protein			CSAC_RS11615	1044	347	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2414459	2414731	+							CSAC_RS11620	273		old_locus_tag=Csac_2297
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2414459	2414731	+	WP_011917801.1	WP_011917801.1		PqqD family protein			CSAC_RS11620	273	90	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2414728	2415885	+							CSAC_RS11625	1158		old_locus_tag=Csac_2298
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2414728	2415885	+	WP_011917802.1	WP_011917802.1		MFS transporter			CSAC_RS11625	1158	385	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2415972	2417399	-							CSAC_RS11630	1428		old_locus_tag=Csac_2299
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2415972	2417399	-	WP_011917803.1	WP_011917803.1		aminopeptidase			CSAC_RS11630	1428	475	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2417615	2418829	+							CSAC_RS11635	1215		old_locus_tag=Csac_2300
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2417615	2418829	+	WP_011917804.1	WP_011917804.1		Nramp family divalent metal transporter			CSAC_RS11635	1215	404	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2418887	2419087	-							CSAC_RS11640	201		old_locus_tag=Csac_2301
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2418887	2419087	-	WP_011917805.1	WP_011917805.1		DUF6485 family protein			CSAC_RS11640	201	66	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2419108	2420718	-							CSAC_RS11645	1611		old_locus_tag=Csac_2302
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2419108	2420718	-	WP_011917806.1	WP_011917806.1		B12-binding domain-containing radical SAM protein			CSAC_RS11645	1611	536	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2420846	2421322	-							CSAC_RS11650	477		old_locus_tag=Csac_2303
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2420846	2421322	-	WP_011917807.1	WP_011917807.1		DsrE/DsrF/DrsH-like family protein			CSAC_RS11650	477	158	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2421335	2421559	-							CSAC_RS11655	225		old_locus_tag=Csac_2304
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2421335	2421559	-	WP_011917808.1	WP_011917808.1		sulfurtransferase TusA family protein			CSAC_RS11655	225	74	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2421754	2422011	-							CSAC_RS11660	258		old_locus_tag=Csac_2305
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2421754	2422011	-	WP_011917809.1	WP_011917809.1		metal-sensitive transcriptional regulator			CSAC_RS11660	258	85	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2422021	2422224	-							CSAC_RS11665	204		old_locus_tag=Csac_2306
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2422021	2422224	-	WP_011917810.1	WP_011917810.1		4Fe-4S binding protein			CSAC_RS11665	204	67	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2422446	2423558	+							CSAC_RS11670	1113		old_locus_tag=Csac_2307
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2422446	2423558	+	WP_011917811.1	WP_011917811.1		trypsin-like peptidase domain-containing protein			CSAC_RS11670	1113	370	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2423582	2425456	+							CSAC_RS11675	1875		old_locus_tag=Csac_2308
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2423582	2425456	+	WP_011917812.1	WP_011917812.1		hypothetical protein			CSAC_RS11675	1875	624	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2425536	2426132	-							CSAC_RS11680	597		old_locus_tag=Csac_2309
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2425536	2426132	-	WP_011917813.1	WP_011917813.1		hypothetical protein			CSAC_RS11680	597	198	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2426181	2427293	-							CSAC_RS11685	1113		old_locus_tag=Csac_2310
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2426181	2427293	-	WP_011917814.1	WP_011917814.1		class I SAM-dependent RNA methyltransferase			CSAC_RS11685	1113	370	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2427293	2427604	-							CSAC_RS11690	312		old_locus_tag=Csac_2311
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2427293	2427604	-	WP_011917815.1	WP_011917815.1		YerC/YecD family TrpR-related protein			CSAC_RS11690	312	103	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2427704	2428597	-							CSAC_RS11695	894		old_locus_tag=Csac_2312
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2427704	2428597	-	WP_011917816.1	WP_011917816.1		putative sporulation protein YtxC			CSAC_RS11695	894	297	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2428686	2429438	-							CSAC_RS11700	753		old_locus_tag=Csac_2313
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2428686	2429438	-	WP_011917817.1	WP_011917817.1		hypothetical protein			CSAC_RS11700	753	250	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2429435	2429989	-							CSAC_RS11705	555		old_locus_tag=Csac_2314
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2429435	2429989	-	WP_011917818.1	WP_011917818.1		ECF transporter S component			CSAC_RS11705	555	184	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2430138	2430953	-							CSAC_RS11710	816		old_locus_tag=Csac_2315
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2430138	2430953	-	WP_011917819.1	WP_011917819.1		purine-nucleoside phosphorylase			CSAC_RS11710	816	271	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2430991	2432160	-							CSAC_RS11715	1170		old_locus_tag=Csac_2316
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2430991	2432160	-	WP_011917820.1	WP_011917820.1		phosphopentomutase			CSAC_RS11715	1170	389	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2432195	2432857	-					deoC		CSAC_RS11720	663		old_locus_tag=Csac_2317
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2432195	2432857	-	WP_011917821.1	WP_011917821.1		deoxyribose-phosphate aldolase	deoC		CSAC_RS11720	663	220	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2432881	2434206	-							CSAC_RS11725	1326		old_locus_tag=Csac_2318
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2432881	2434206	-	WP_011917822.1	WP_011917822.1		pyrimidine-nucleoside phosphorylase			CSAC_RS11725	1326	441	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2434240	2434410	-							CSAC_RS11730	171		old_locus_tag=Csac_3029
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2434240	2434410	-	WP_011917823.1	WP_011917823.1		DUF1427 family protein			CSAC_RS11730	171	56	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2434450	2434857	-					cdd		CSAC_RS11735	408		old_locus_tag=Csac_2319
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2434450	2434857	-	WP_011917824.1	WP_011917824.1		cytidine deaminase	cdd		CSAC_RS11735	408	135	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2434862	2435593	-							CSAC_RS11740	732		old_locus_tag=Csac_2320
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2434862	2435593	-	WP_011917825.1	WP_011917825.1		GntR family transcriptional regulator			CSAC_RS11740	732	243	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2435614	2436543	-							CSAC_RS11745	930		old_locus_tag=Csac_2321
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2435614	2436543	-	WP_011917826.1	WP_011917826.1		ABC transporter permease			CSAC_RS11745	930	309	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2436545	2437561	-							CSAC_RS11750	1017		old_locus_tag=Csac_2322
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2436545	2437561	-	WP_011917827.1	WP_011917827.1		ABC transporter permease			CSAC_RS11750	1017	338	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2437623	2438570	-							CSAC_RS11755	948		old_locus_tag=Csac_2323
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2437623	2438570	-	WP_011915667.1	WP_011915667.1		ISNCY-like element ISCsa7 family transposase			CSAC_RS11755	948	315	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2438754	2440265	-							CSAC_RS11760	1512		old_locus_tag=Csac_2324
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2438754	2440265	-	WP_011917828.1	WP_011917828.1		ABC transporter ATP-binding protein			CSAC_RS11760	1512	503	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2440285	2441019	-							CSAC_RS11765	735		old_locus_tag=Csac_2325
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	2440285	2441019	-	WP_011917829.1	WP_011917829.1		S-methyl-5'-thioadenosine phosphorylase			CSAC_RS11765	735	244	
